Season,Grade_Type,R,Nome,Squadra,Pg,Mv,Mf,Gf,Gs,Rp,Rc,R+,R-,Ass,Asf,Amm,Esp,Au
2017-18,Fantacalcio,C,NALINI,Crotone,23,6.04,6.13,0,0,0,0,0,0,3,0,2,0,0
2017-18,Fantacalcio,A,PALLADINO,Genoa,4,6,5.88,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,P,DRAGOWSKI,Fiorentina,3,5.5,2.83,0,8,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,ZIMA,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,PINSOGLIO,Juventus,1,6,5,0,1,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,BENATIA,Juventus,20,6.25,6.35,2,0,0,0,0,0,0,0,8,0,0
2017-18,Fantacalcio,C,MANDRAGORA,Crotone,36,5.89,5.94,2,0,0,0,0,0,0,0,8,0,0
2017-18,Fantacalcio,P,STRAKOSHA,Lazio,38,6.28,5.04,0,49,1,0,0,0,0,0,2,0,0
2017-18,Fantacalcio,P,VARGIC,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,LAPADULA,Genoa,26,5.79,6.35,3,0,0,4,3,1,1,0,3,0,0
2017-18,Fantacalcio,D,ZAMPANO,Udinese,6,5.92,6.25,0,0,0,0,0,0,2,0,0,0,0
2017-18,Fantacalcio,C,MEMUSHAJ,Benevento,16,5.62,5.53,0,0,0,0,0,0,0,0,3,0,0
2017-18,Fantacalcio,A,CAPRARI,Sampdoria,32,5.84,6.25,5,0,0,0,0,0,1,0,4,1,0
2017-18,Fantacalcio,P,ALISSON,Roma,37,6.36,5.76,0,28,2,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,C,GERSON,Roma,18,5.89,6.25,2,0,0,0,0,0,1,0,1,0,0
2017-18,Fantacalcio,P,TOZZO,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,ERAMO,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,TORREIRA,Sampdoria,36,6.15,6.43,4,0,0,0,0,0,0,1,6,0,0
2017-18,Fantacalcio,A,BUDIMIR,Crotone,21,5.69,6.36,6,0,0,0,0,0,0,0,8,0,0
2017-18,Fantacalcio,A,SCHICK,Roma,17,5.68,6.03,2,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,MAZZITELLI,Sassuolo,17,5.74,5.68,0,0,0,0,0,0,1,0,4,0,0
2017-18,Fantacalcio,C,SENSI,Sassuolo,16,6,6.31,2,0,0,0,0,0,0,0,2,0,0
2017-18,Fantacalcio,D,BARRECA,Torino,9,5.78,5.67,0,0,0,0,0,0,0,0,0,1,0
2017-18,Fantacalcio,A,BOYE',Torino,8,5.88,6,0,0,0,0,0,0,1,0,0,0,0
2017-18,Fantacalcio,A,PARIGINI,Benevento,18,5.69,5.64,0,0,0,0,0,0,0,0,2,0,0
2017-18,Fantacalcio,D,ANGELLA,Udinese,12,5.46,5.33,0,0,0,0,0,0,0,0,3,0,0
2017-18,Fantacalcio,C,FOFANA,Udinese,27,5.65,5.87,2,0,0,1,1,0,0,0,4,1,0
2017-18,Fantacalcio,C,JANKTO,Udinese,36,5.99,6.39,4,0,0,0,0,0,4,1,5,0,0
2017-18,Fantacalcio,A,EWANDRO,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,BALZANO,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,FOSSATI,Verona,16,5.47,5.31,0,0,0,0,0,0,0,0,5,0,0
2017-18,Fantacalcio,C,DJURICIC,Benevento,15,5.93,5.97,0,0,0,0,0,0,1,0,1,0,0
2017-18,Fantacalcio,C,DE PAUL,Udinese,35,5.99,6.47,0,0,0,4,4,0,5,2,4,0,0
2017-18,Fantacalcio,A,SIMY,Crotone,17,6.09,7.38,7,0,0,0,0,0,1,0,0,0,0
2017-18,Fantacalcio,A,PJACA,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,LUKAKU J,Lazio,30,6.1,6.23,1,0,0,0,0,0,2,0,2,0,0
2017-18,Fantacalcio,C,CHIESA,Fiorentina,36,6.26,6.78,6,0,0,0,0,0,4,0,7,0,0
2017-18,Fantacalcio,C,MURGIA,Lazio,13,5.73,5.54,0,0,0,0,0,0,0,0,3,1,0
2017-18,Fantacalcio,D,LIROLA,Sassuolo,24,5.79,5.79,0,0,0,0,0,0,1,0,2,0,0
2017-18,Fantacalcio,D,WALLACE,Lazio,12,5.71,5.33,0,0,0,0,0,0,0,0,5,0,1
2017-18,Fantacalcio,C,LINETTY,Sampdoria,28,6.07,6.32,3,0,0,0,0,0,2,0,8,0,0
2017-18,Fantacalcio,C,LUKIC,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,MIGUEL VELOSO,Genoa,22,5.8,5.84,1,0,0,0,0,0,0,0,4,0,0
2017-18,Fantacalcio,A,MILIK,Napoli,12,6.12,7.29,5,0,0,0,0,0,0,0,2,0,0
2017-18,Fantacalcio,A,RICCI,Crotone,18,5.86,5.97,1,0,0,0,0,0,1,0,4,0,0
2017-18,Fantacalcio,C,ROHDEN,Crotone,24,5.6,5.81,2,0,0,0,0,0,0,0,2,0,0
2017-18,Fantacalcio,D,LETSCHERT,Sassuolo,6,5.92,5.92,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,FAZIO,Roma,33,6.17,6.26,2,0,0,0,0,0,0,0,6,0,0
2017-18,Fantacalcio,C,HAGI,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,MIANGUE,Cagliari,11,5.77,5.73,0,0,0,0,0,0,1,0,1,1,0
2017-18,Fantacalcio,A,PINAMONTI,Inter,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,LOMBARDI,Benevento,17,5.71,5.74,0,0,0,0,0,0,2,0,3,0,0
2017-18,Fantacalcio,A,LO FASO,Fiorentina,2,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,GOMEZ G,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,GUSTAFSON,Torino,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,SANCHEZ C,Fiorentina,7,5.86,6.14,1,0,0,0,0,0,0,0,2,0,0
2017-18,Fantacalcio,D,MILIC,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,SIMEONE,Fiorentina,38,6,7.17,14,0,0,0,0,0,4,0,3,0,0
2017-18,Fantacalcio,D,BASTOS,Lazio,20,5.98,6.48,4,0,0,0,0,0,0,0,4,0,0
2017-18,Fantacalcio,C,JOSE' SOSA,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,PRAET,Sampdoria,32,6.08,6.17,1,0,0,0,0,0,2,0,4,0,0
2017-18,Fantacalcio,D,DUSSENNE,Crotone,1,5,4.5,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,C,BASTIEN,Chievo,21,5.86,5.9,1,0,0,0,0,0,0,0,2,1,0
2017-18,Fantacalcio,A,RAGUSA,Sassuolo,23,5.74,5.67,0,0,0,0,0,0,1,0,6,0,0
2017-18,Fantacalcio,C,CRISTOFORO,Fiorentina,4,5.62,5.5,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,C,ROG,Napoli,11,5.91,6.09,1,0,0,0,0,0,0,0,2,0,0
2017-18,Fantacalcio,C,JOAO MARIO,Inter,12,6,6.17,0,0,0,0,0,0,1,1,0,0,0
2017-18,Fantacalcio,A,GABIGOL,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,BIRASCHI,Genoa,22,5.89,5.89,0,0,0,0,0,0,1,0,2,0,0
2017-18,Fantacalcio,C,LUIS ALBERTO,Lazio,34,6.43,7.62,10,0,0,2,1,1,7,6,5,0,0
2017-18,Fantacalcio,A,IEMMELLO,Benevento,15,5.63,6.1,1,0,0,1,1,0,1,0,0,0,0
2017-18,Fantacalcio,D,OLIVERA M,Fiorentina,7,5.57,5.5,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,A,KEAN,Verona,19,5.68,6.18,4,0,0,0,0,0,0,0,5,0,0
2017-18,Fantacalcio,A,OKWONKWO,Bologna,7,6.07,7.21,3,0,0,0,0,0,0,0,2,0,0
2017-18,Fantacalcio,A,PELLEGRI,Genoa,4,6,7.25,2,0,0,0,0,0,0,0,2,0,0
2017-18,Fantacalcio,D,BERESZYNSKI,Sampdoria,31,5.74,5.69,0,0,0,0,0,0,1,0,5,0,0
2017-18,Fantacalcio,C,MOROSINI,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,KIYINE,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,TAARABT,Genoa,22,6,6.2,2,0,0,0,0,0,2,0,5,1,0
2017-18,Fantacalcio,A,PETKOVIC,Verona,22,5.61,5.61,0,0,0,0,0,0,2,0,4,0,0
2017-18,Fantacalcio,C,FARAGO',Cagliari,33,5.97,6.27,2,0,0,0,0,0,5,0,2,0,0
2017-18,Fantacalcio,D,BASTONI,Atalanta,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,MELEGONI,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,SATALINO,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,SIMIC L,SPAL,4,6.25,6.88,1,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,D,HATEBOER,Atalanta,32,6,5.95,0,0,0,0,0,0,0,0,3,0,0
2017-18,Fantacalcio,C,KOTNIK,Crotone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,VALENCIA JM,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,SCAMACCA,Sassuolo,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,SULJIC,Crotone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,DEPAOLI,Chievo,19,5.79,5.68,0,0,0,0,0,0,0,0,4,0,0
2017-18,Fantacalcio,A,HAN,Cagliari,5,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,CUTRONE,Milan,26,6.13,7.31,10,0,0,0,0,0,2,0,3,0,0
2017-18,Fantacalcio,P,CROSTA,Cagliari,1,4.5,1.5,0,3,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,GOSENS,Atalanta,20,6.02,6.2,1,0,0,0,0,0,1,0,1,0,0
2017-18,Fantacalcio,C,HAAS,Atalanta,6,5.67,5.67,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,JOAO SCHMIDT,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,CORNELIUS,Atalanta,20,5.82,6.32,3,0,0,0,0,0,1,0,0,0,0
2017-18,Fantacalcio,D,MILENKOVIC,Fiorentina,16,5.75,5.69,0,0,0,0,0,0,0,0,0,1,0
2017-18,Fantacalcio,D,VITOR HUGO,Fiorentina,18,5.94,6,1,0,0,0,0,0,0,0,4,0,0
2017-18,Fantacalcio,C,BENTANCUR,Juventus,11,5.82,5.82,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,ORSOLINI,Bologna,12,5.92,5.92,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,MUSACCHIO,Milan,14,5.54,5.43,0,0,0,0,0,0,0,0,3,0,0
2017-18,Fantacalcio,D,RODRIGUEZ R,Milan,34,5.75,5.68,0,0,0,2,1,1,0,0,3,1,0
2017-18,Fantacalcio,P,MILINKOVIC-SAVIC V,Torino,1,6,5,0,1,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,LYANCO,Torino,4,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,BARAK,Udinese,34,6.03,6.69,7,0,0,0,0,0,4,0,5,0,0
2017-18,Fantacalcio,A,MALLE',Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,VENUTI,Benevento,30,5.35,5.25,0,0,0,0,0,0,1,0,4,0,1
2017-18,Fantacalcio,A,ANDRE' SILVA,Milan,22,5.7,5.98,2,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,HECTOR MORENO,Roma,4,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,GASPAR B,Fiorentina,12,5.71,5.83,0,0,0,0,0,0,2,0,2,0,0
2017-18,Fantacalcio,P,CRAGNO,Cagliari,29,6.21,4.79,0,47,2,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,SIRIGU,Torino,37,6.36,5.36,0,45,3,0,0,0,0,0,2,0,0
2017-18,Fantacalcio,D,KARSDORP,Roma,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,PALOMINO,Atalanta,23,6.04,6.11,1,0,0,0,0,0,0,0,3,0,0
2017-18,Fantacalcio,D,RIGIONE,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,GARRITANO,Chievo,8,5.94,5.94,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,GRAVILLON,Benevento,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,GAUDINO,Chievo,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,BORINI,Milan,23,5.83,6.07,2,0,0,0,0,0,1,0,4,0,0
2017-18,Fantacalcio,C,MARUSIC,Lazio,31,6.03,6.37,3,0,0,0,0,0,4,0,3,1,0
2017-18,Fantacalcio,A,CODA M,Benevento,20,5.75,6.38,3,0,0,1,1,0,1,0,1,0,0
2017-18,Fantacalcio,C,INGELSSON,Udinese,5,5.7,6.3,1,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,BONIFAZI,Torino,6,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,GONALONS,Roma,13,5.85,5.85,0,0,0,0,0,0,1,0,2,0,0
2017-18,Fantacalcio,C,CALHANOGLU,Milan,31,6.21,6.81,6,0,0,0,0,0,2,2,5,1,0
2017-18,Fantacalcio,A,OUNAS,Napoli,3,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,GALABINOV,Genoa,19,5.89,6.42,2,0,0,1,1,0,2,0,2,0,0
2017-18,Fantacalcio,D,CASTAGNE,Atalanta,19,5.92,5.92,0,0,0,0,0,0,2,0,4,0,0
2017-18,Fantacalcio,A,KOWNACKI,Sampdoria,20,5.95,6.75,5,0,0,0,0,0,1,0,0,0,0
2017-18,Fantacalcio,C,ZUCULINI B,Verona,16,5.5,5.56,2,0,0,0,0,0,0,0,4,3,0
2017-18,Fantacalcio,C,DOUGLAS COSTA,Juventus,31,6.48,7.21,4,0,0,0,0,0,11,0,1,0,0
2017-18,Fantacalcio,C,UNDER,Roma,20,6.15,7.25,7,0,0,0,0,0,1,0,0,0,0
2017-18,Fantacalcio,D,CABRERA,Crotone,5,5.2,5.2,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,DI CHIARA,Benevento,12,5.29,5.17,0,0,0,0,0,0,0,0,3,0,0
2017-18,Fantacalcio,C,COSSU,Cagliari,7,5.79,5.93,0,0,0,0,0,0,0,1,0,0,0
2017-18,Fantacalcio,C,BERENGUER,Torino,18,5.92,6.22,1,0,0,0,0,0,2,1,1,0,0
2017-18,Fantacalcio,D,FELICIOLI,Verona,4,5.75,5.62,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,A,ZEKHNINI,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,JAROSZYNSKI,Chievo,10,5.65,5.5,0,0,0,0,0,0,0,0,3,0,0
2017-18,Fantacalcio,C,LUCAS LEIVA,Lazio,36,6.32,6.39,2,0,0,0,0,0,1,0,9,0,0
2017-18,Fantacalcio,C,FALLETTI,Bologna,10,5.75,6,1,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,P,SILVESTRI,Verona,2,6.5,3,0,7,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,VAISANEN,SPAL,7,5.57,5.5,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,C,CASSATA,Sassuolo,7,5.79,5.93,1,0,0,0,0,0,0,0,3,1,0
2017-18,Fantacalcio,D,KOLAROV,Roma,35,6.29,6.61,2,0,0,0,0,0,6,1,3,0,0
2017-18,Fantacalcio,C,VERETOUT,Fiorentina,36,6.18,6.64,6,0,0,3,2,1,1,0,9,1,0
2017-18,Fantacalcio,D,KONATE,SPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,GYAMFI,Benevento,7,5.57,5.5,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,D,LOPEZ W,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,LUCIONI,Benevento,8,5.81,5.5,0,0,0,0,0,0,0,0,1,0,1
2017-18,Fantacalcio,D,PADELLA,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,CICIRETTI,Benevento,12,6.04,6.54,2,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,DEL PINTO,Benevento,11,5.68,5.41,0,0,0,0,0,0,0,0,6,0,0
2017-18,Fantacalcio,C,MELARA,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,CERAVOLO,Benevento,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,CISSE' K,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,SANTURRO,Bologna,1,6.5,5,0,1,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,D,DEL FABRO,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,VISCOVO,Crotone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,MARCHIZZA,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,BANDINELLI,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,MARCHEGIANI,SPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,POLUZZI,SPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,GASPARETTO,SPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,POLVANI,SPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,VICARI,SPAL,34,5.79,5.53,0,0,0,0,0,0,1,0,10,1,2
2017-18,Fantacalcio,C,ARINI,SPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,LAZZARI M,SPAL,35,6.14,6.29,2,0,0,0,0,0,1,0,4,0,0
2017-18,Fantacalcio,C,MORA,SPAL,17,5.82,5.68,0,0,0,0,0,0,0,0,5,0,0
2017-18,Fantacalcio,C,SCHIATTARELLA,SPAL,27,6.07,6.11,1,0,0,0,0,0,3,1,12,0,0
2017-18,Fantacalcio,C,SCHIAVON,SPAL,8,5.81,5.56,0,0,0,0,0,0,0,0,4,0,0
2017-18,Fantacalcio,A,ANTENUCCI,SPAL,32,6.27,7.47,6,0,0,5,5,0,6,0,1,0,0
2017-18,Fantacalcio,A,FINOTTO,SPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,ZACCAGNO,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,NICOLAS,Verona,36,6.04,4.18,0,71,2,0,0,0,0,0,2,1,0
2017-18,Fantacalcio,D,BROSCO,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,CARACCIOLO A,Verona,33,5.58,5.67,2,0,0,0,0,0,0,0,6,0,0
2017-18,Fantacalcio,C,VALOTI,Verona,25,5.6,5.78,3,0,0,0,0,0,0,0,9,0,0
2017-18,Fantacalcio,A,LUPPI,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,COTTICELLI,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,ROMAGNA,Cagliari,21,5.81,5.81,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,NUYTINCK,Udinese,27,5.98,6.09,1,0,0,0,0,0,1,0,2,0,0
2017-18,Fantacalcio,A,VIDO,Atalanta,4,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,BAJIC,Udinese,3,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,CAICEDO,Lazio,15,5.73,6.37,3,0,0,0,0,0,1,0,1,0,0
2017-18,Fantacalcio,D,BANI,Chievo,16,5.78,5.59,0,0,0,0,0,0,0,0,4,1,0
2017-18,Fantacalcio,C,CROCIATA,Crotone,9,5.94,6.28,1,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,RAMIREZ,Sampdoria,36,5.9,6.22,3,0,0,0,0,0,7,0,9,0,0
2017-18,Fantacalcio,D,N'KOULOU,Torino,37,6.07,6.18,2,0,0,0,0,0,0,0,4,0,0
2017-18,Fantacalcio,D,DALBERT,Inter,11,5.68,5.68,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,EYSSERIC,Fiorentina,15,5.9,6.1,1,0,0,0,0,0,1,0,2,0,0
2017-18,Fantacalcio,C,RODRIGUEZ T,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,CENTURION,Genoa,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,OMEONGA,Genoa,15,5.93,5.8,0,0,0,0,0,0,0,0,2,1,0
2017-18,Fantacalcio,P,CEROFOLINI,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,CONFENTE,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,MANCINI G,Atalanta,9,5.83,5.89,1,0,0,0,0,0,0,0,4,1,0
2017-18,Fantacalcio,P,ROSSI F,Atalanta,1,5.5,4.5,0,1,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,BOCHNIEWICZ,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,PALOMBI,Lazio,1,5,5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,LEVERBE,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,GIL DIAS,Fiorentina,24,5.83,6.1,2,0,0,0,0,0,1,0,1,0,0
2017-18,Fantacalcio,C,BEHRAMI,Udinese,20,6.08,6.1,1,0,0,0,0,0,0,0,5,0,0
2017-18,Fantacalcio,D,MIGLIORE,Genoa,5,5.4,5.3,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,A,SALCEDO E,Genoa,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,PISCITELLI,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,MATUIDI,Juventus,30,6.1,6.38,3,0,0,0,0,0,1,0,3,0,0
2017-18,Fantacalcio,D,PEZZELLA GER,Fiorentina,34,6.03,5.94,1,0,0,0,0,0,0,0,12,0,0
2017-18,Fantacalcio,D,CANCELO,Inter,23,6.22,6.39,1,0,0,0,0,0,1,2,4,0,0
2017-18,Fantacalcio,D,HRISTOV,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,TOMIC,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,BRLEK,Genoa,4,5.5,5.38,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,D,STRYGER LARSEN,Udinese,29,5.78,5.83,1,0,0,0,0,0,1,0,5,0,0
2017-18,Fantacalcio,C,ZANELLATO,Crotone,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,BRIGNOLA,Benevento,18,6.14,6.61,3,0,0,0,0,0,2,0,5,0,0
2017-18,Fantacalcio,D,ROGERIO,Sassuolo,11,5.68,5.5,0,0,0,0,0,0,0,0,4,0,0
2017-18,Fantacalcio,D,VAN DER WIEL,Cagliari,4,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,ANDERSEN,Sampdoria,6,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,ARMENTEROS,Benevento,8,5.69,6,1,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,D,HOWEDES,Juventus,3,6,6.83,1,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,A,NANI,Lazio,14,6.04,6.82,3,0,0,0,0,0,3,0,2,0,0
2017-18,Fantacalcio,A,LEE,Verona,12,5.71,5.79,1,0,0,0,0,0,0,0,4,0,0
2017-18,Fantacalcio,A,KARAMOH,Inter,11,5.95,6.23,1,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,ROMERO A,Crotone,2,5.75,5.5,0,0,0,0,0,0,0,0,2,0,0
2017-18,Fantacalcio,A,STEPINSKI,Chievo,18,5.92,6.72,5,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,D,VANHEUSDEN,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,KEITA C,Bologna,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,MIKULIC,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,P,BORSELLINI,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,BRUNO JORDAO,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,PEDRO NETO,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,LERIS,Chievo,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,LUIZ FELIPE,Lazio,17,5.85,5.68,0,0,0,0,0,0,0,0,6,0,0
2017-18,Fantacalcio,D,BEARZOTTI,Verona,6,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,LEMOS,Sassuolo,8,5.75,6,1,0,0,0,0,0,0,0,2,0,0
2017-18,Fantacalcio,A,KANOUTE,Benevento,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
